,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
235875,I172041023,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,431,,2017-05-24 14:25:00,2017,5,Wednesday,14,Part Three,WOODROW AVE,42.28666867,-71.08625467,"(42.28666867, -71.08625467)"
254191,I172021457,2405,Disorderly Conduct,DISORDERLY CONDUCT,C6, ,,2017-03-19 15:04:00,2017,3,Sunday,15,Part Two,D ST,,,"(0.00000000, 0.00000000)"
388280,I152091487,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,158,,2015-11-04 06:56:00,2015,11,Wednesday,6,Part One,SAN JUAN ST,42.34143928,-71.07364766,"(42.34143928, -71.07364766)"
323086,I162054133,801,Simple Assault,ASSAULT - SIMPLE,A15,58,,2016-07-07 19:09:00,2016,7,Thursday,19,Part Two,MAIN ST,42.37847070000001,-71.06813621,"(42.37847070, -71.06813621)"
113467,I182062851,3125,Warrant Arrests,WARRANT ARREST,E5,550,,2018-08-08 08:50:00,2018,8,Wednesday,8,Part Three,BLUE LEDGE DR,42.27253606,-71.13622919,"(42.27253606, -71.13622919)"
355602,I162019305,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,257,,2016-03-12 09:59:00,2016,3,Saturday,9,Part Two,TREMONT ST,42.356584999999995,-71.06189505,"(42.35658500, -71.06189505)"
293084,I162086357,3301,Verbal Disputes,VERBAL DISPUTE,B3,424,,2016-10-21 17:08:00,2016,10,Friday,17,Part Three,GLADESIDE AVE,42.27205437,-71.08715407,"(42.27205437, -71.08715407)"
342274,I162033571,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,631,,2016-04-30 15:57:00,2016,4,Saturday,15,Part Three,COMMONWEALTH AVE,42.34903931,-71.09933787,"(42.34903931, -71.09933787)"
16778,I192060464,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,573,,2019-08-03 18:20:00,2019,8,Saturday,18,Part Two,WASHINGTON ST,42.30648935,-71.10747901,"(42.30648935, -71.10747901)"
107845,I182068828,3207,Property Found,PROPERTY - FOUND,C11,354,,2018-08-27 19:45:00,2018,8,Monday,19,Part Three,ADAMS ST,42.29821908,-71.05704798,"(42.29821908, -71.05704798)"
250833,I172025017,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,177,,2017-03-31 16:03:00,2017,3,Friday,16,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
10934,I192066709,617,Larceny,LARCENY THEFT FROM BUILDING,D4,155,,2019-08-22 15:00:00,2019,8,Thursday,15,Part One,COLUMBUS AVE,42.341332,-71.08074350000001,"(42.34133200, -71.08074350)"
149137,I182025437,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,357,,2018-04-05 17:17:00,2018,4,Thursday,17,Part Two,DAKOTA ST,42.29893272,-71.07138147,"(42.29893272, -71.07138147)"
122598,I182053221,1844,Drug Violation,DRUGS - POSS CLASS C,C11,348,,2018-07-06 18:59:00,2018,7,Friday,18,Part Two,ORCHARDFIELD ST,42.30446755,-71.0574627,"(42.30446755, -71.05746270)"
13245,I192064163,3115,Investigate Person,INVESTIGATE PERSON,C11,336,,2019-08-15 18:55:00,2019,8,Thursday,18,Part Three,INWOOD ST,42.30600611,-71.06929307,"(42.30600611, -71.06929307)"
299999,I162078984,3115,Investigate Person,INVESTIGATE PERSON,E5,680,,2016-09-26 23:45:00,2016,9,Monday,23,Part Three,CORINTH ST,42.28636893,-71.13005503,"(42.28636893, -71.13005503)"
405267,I152073090,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,823,,2015-09-02 21:54:00,2015,9,Wednesday,21,Part Three,PLEASANT ST,42.31277689,-71.05889388,"(42.31277689, -71.05889388)"
129857,I182045661,361,Robbery,ROBBERY - OTHER,B3,406,,2018-06-12 16:46:00,2018,6,Tuesday,16,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
76490,I182102696,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,403,,2018-12-21 04:06:00,2018,12,Friday,4,Part One,MERCIER AVE,42.28279696,-71.06605881,"(42.28279696, -71.06605881)"
282460,I162097725,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-11-30 15:10:00,2016,11,Wednesday,15,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
76062,I182103171,3115,Investigate Person,INVESTIGATE PERSON,B2,584,,2018-12-22 16:25:00,2018,12,Saturday,16,Part Three,FISHER AVE,42.32795652,-71.10526297,"(42.32795652, -71.10526297)"
57860,I192017095,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14, ,,2019-03-07 12:15:00,2019,3,Thursday,12,Part Three,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)"
422614,I152053821,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",A7,21,,2015-06-29 17:30:00,2015,6,Monday,17,Part Two,CHELSEA ST,42.37371864,-71.03433390000001,"(42.37371864, -71.03433390)"
158002,I182016032,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,428,,2018-03-01 20:51:00,2018,3,Thursday,20,Part Two,BLUE HILL AVE,42.28282878,-71.0918249,"(42.28282878, -71.09182490)"
223762,I172054001,3301,Verbal Disputes,VERBAL DISPUTE,A7,942,,2017-07-04 23:25:00,2017,7,Tuesday,23,Part Three,VALLAR RD,42.39269663,-71.00842413,"(42.39269663, -71.00842413)"
334105,I162042394,616,Larceny,LARCENY THEFT OF BICYCLE,A1,113,,2016-05-30 15:56:00,2016,5,Monday,15,Part One,CHAUNCY ST,42.35408145,-71.05977436,"(42.35408145, -71.05977436)"
160998,I182012862,2629,Harassment,HARASSMENT,B2,604,,2018-02-18 00:10:00,2018,2,Sunday,0,Part Two,OSWALD ST,42.331256700000004,-71.10418684,"(42.33125670, -71.10418684)"
161269,I182012571,724,Auto Theft,AUTO THEFT,B2,290,,2018-02-16 22:50:00,2018,2,Friday,22,Part One,MALCOLM X BLVD,42.33130111,-71.09333508,"(42.33130111, -71.09333508)"
412503,I152065111,423,Aggravated Assault,ASSAULT - AGGRAVATED,D14,808,,2015-08-06 20:49:00,2015,8,Thursday,20,Part One,LITCHFIELD ST,42.35910694,-71.14124272,"(42.35910694, -71.14124272)"
58305,I192016639,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2019-03-05 17:40:00,2019,3,Tuesday,17,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
222819,I172054964,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,17,,2017-07-07 21:11:00,2017,7,Friday,21,Part Two,SHELBY ST,42.38090412,-71.02795572,"(42.38090412, -71.02795572)"
131055,I182044403,611,Larceny,LARCENY PICK-POCKET,A1,65,,2018-06-08 14:15:00,2018,6,Friday,14,Part One,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)"
285656,I162094213,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,C11,359,,2016-11-17 17:30:00,2016,11,Thursday,17,Part Three,CLAYBOURNE ST,42.29574315,-71.07114039,"(42.29574315, -71.07114039)"
173038,I182000087,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,944,,2018-01-01 06:19:00,2018,1,Monday,6,Part Three,LUCERNE ST,42.28942453,-71.0869819,"(42.28942453, -71.08698190)"
91167,I182086328,3410,Towed,TOWED MOTOR VEHICLE,C6,220,,2018-10-25 19:11:00,2018,10,Thursday,19,Part Three,PACIFIC ST,42.33407661,-71.04556590000001,"(42.33407661, -71.04556590)"
412920,I152064676,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E13,574,,2015-08-04 14:00:00,2015,8,Tuesday,14,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
356650,I162018163,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,76,,2016-03-07 19:30:00,2016,3,Monday,19,Part Two,CAUSEWAY ST,42.36529017,-71.06144453,"(42.36529017, -71.06144453)"
37535,I192038543,3007,Medical Assistance,SUDDEN DEATH,D4,620,,2019-05-23 11:10:00,2019,5,Thursday,11,Part Three,EDGERLY RD,42.34559671,-71.08781041,"(42.34559671, -71.08781041)"
159758,I182014164,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6,174,,2018-02-23 00:40:00,2018,2,Friday,0,Part Three,ELLERY ST,42.329742700000004,-71.05826343,"(42.32974270, -71.05826343)"
384459,I152095755,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,766,,2015-09-29 14:19:00,2015,9,Tuesday,14,Part Two,CORINNE RD,42.35574817,-71.15989759,"(42.35574817, -71.15989759)"
35332,I192040861,1107,Fraud,FRAUD - IMPERSONATION,E5,558,,2019-05-31 11:00:00,2019,5,Friday,11,Part Two,SYCAMORE ST,42.28278279,-71.1275831,"(42.28278279, -71.12758310)"
312484,I162065530,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,696,,2016-08-14 15:30:00,2016,8,Sunday,15,Part Three,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
385605,I152094492,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,C6,188,,2015-11-14 02:42:00,2015,11,Saturday,2,Part Two,SAINT MARGARET ST,42.32183637,-71.05928338,"(42.32183637, -71.05928338)"
139578,I182035453,3620,Other,REPORT AFFECTING OTHER DEPTS.,C6,219,,2018-05-10 12:05:00,2018,5,Thursday,12,Part Three,E EIGHTH ST,42.33129745,-71.04864886,"(42.33129745, -71.04864886)"
305724,I162072773,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D4,625,,2016-09-06 22:51:00,2016,9,Tuesday,22,Part Three,PARK DR,42.34241506,-71.09521114,"(42.34241506, -71.09521114)"
197041,I172082225,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3, ,,2017-10-02 18:06:00,2017,10,Monday,18,Part One,MORTON ST,,,"(0.00000000, 0.00000000)"
322382,I162054883,2629,Harassment,HARASSMENT,D14,780,,2016-07-10 16:09:00,2016,7,Sunday,16,Part Two,GLENCOE ST,42.354426200000006,-71.14834429,"(42.35442620, -71.14834429)"
357403,I162017323,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,757,,2016-03-05 00:05:00,2016,3,Saturday,0,Part Three,BELLAMY ST,42.35482076,-71.16958757,"(42.35482076, -71.16958757)"
10210,I192067493,3410,Towed,TOWED MOTOR VEHICLE,B3,943,,2019-08-26 05:59:00,2019,8,Monday,5,Part Three,WOODBOLE AVE,42.27735528,-71.07935847,"(42.27735528, -71.07935847)"
201187,I172077882,3410,Towed,TOWED MOTOR VEHICLE,B2,328,,2017-09-19 00:53:00,2017,9,Tuesday,0,Part Three,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959, -71.07460717)"
210285,I172068249,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,465,,2017-08-18 19:45:00,2017,8,Friday,19,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
281266,I162099017,617,Larceny,LARCENY THEFT FROM BUILDING,D4,137,,2016-12-04 17:00:00,2016,12,Sunday,17,Part One,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
225104,I172052554,3501,Missing Person Reported,MISSING PERSON,E5,740,,2017-06-30 01:40:00,2017,6,Friday,1,Part Three,CHELLMAN ST,42.29112633,-71.16516532,"(42.29112633, -71.16516532)"
227034,I172050555,1402,Vandalism,VANDALISM,B3, ,,2017-06-24 01:56:00,2017,6,Saturday,1,Part Two,AMERICAN LEGION HWY,,,"(0.00000000, 0.00000000)"
18417,I192058752,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,C6, ,,2019-07-29 15:59:00,2019,7,Monday,15,Part Three,WILLIAM J DAY BLVD,42.32614916,-71.04875712,"(42.32614916, -71.04875712)"
369055,I162004820,1402,Vandalism,VANDALISM,D4,156,,2016-01-17 19:00:00,2016,1,Sunday,19,Part Two,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.33828866, -71.07908476)"
231644,I172045578,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",, ,,2017-06-08 17:40:00,2017,6,Thursday,17,Part Two,,42.28774219,-71.10678133,"(42.28774219, -71.10678133)"
159298,I182014645,562,Other Burglary,BURGLARY - OTHER - NO FORCE,B2,183,,2018-02-24 20:05:00,2018,2,Saturday,20,Part One,DUDLEY ST,42.31917223,-71.07026435,"(42.31917223, -71.07026435)"
141660,I182033226,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4, ,,2018-05-03 09:04:00,2018,5,Thursday,9,Part Three,BEACON ST,,,"(0.00000000, 0.00000000)"
365240,I162008890,3115,Investigate Person,INVESTIGATE PERSON,A7,30,,2016-02-02 12:40:00,2016,2,Tuesday,12,Part Three,COTTAGE ST,42.37010622,-71.03261984,"(42.37010622, -71.03261984)"
285003,I162094938,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,181,,2016-11-20 03:52:00,2016,11,Sunday,3,Part Three,MAGAZINE ST,42.32667817,-71.0714811,"(42.32667817, -71.07148110)"
110944,I182065539,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,428,,2018-08-16 20:47:00,2018,8,Thursday,20,Part Three,WILDWOOD ST,42.28236818,-71.08972869,"(42.28236818, -71.08972869)"
31988,I192044487,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13, ,,2019-06-12 09:23:00,2019,6,Wednesday,9,Part Three,COLUMBUS AVE,,,"(0.00000000, 0.00000000)"
272267,I172002317,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,177,,2017-01-08 08:30:00,2017,1,Sunday,8,Part One,MASSACHUSETTS AVE,42.32779976,-71.06771009,"(42.32779976, -71.06771009)"
242178,I172034305,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,,2017-05-02 10:36:00,2017,5,Tuesday,10,Part Three,E EIGHTH ST,42.33255367,-71.05064614,"(42.33255367, -71.05064614)"
250189,I172025691,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A15,58,,2017-04-02 23:32:00,2017,4,Sunday,23,Part One,LAWRENCE ST,42.37634694,-71.06679937,"(42.37634694, -71.06679937)"
223064,I172054711,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,259,,2017-07-07 02:00:00,2017,7,Friday,2,Part Three,MAGNOLIA ST,42.31812707,-71.07007406,"(42.31812707, -71.07007406)"
387505,I152092361,2647,Other,THREATS TO DO BODILY HARM,C6,186,,2015-11-06 22:20:00,2015,11,Friday,22,Part Two,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
187537,I172092379,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2017-11-03 18:20:00,2017,11,Friday,18,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
8714,I192069112,3207,Property Found,PROPERTY - FOUND,E13,578,,2019-08-30 21:10:00,2019,8,Friday,21,Part Three,WYMAN ST,42.32077767,-71.10553808,"(42.32077767, -71.10553808)"
322368,I162054896,3301,Verbal Disputes,VERBAL DISPUTE,C11,340,,2016-07-10 16:10:00,2016,7,Sunday,16,Part Three,MOUNT IDA RD,42.30629091,-71.06512497,"(42.30629091, -71.06512497)"
39684,I192036312,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,651,,2019-05-16 02:48:00,2019,5,Thursday,2,Part Three,SAINT ROSE ST,42.30455863,-71.11464834,"(42.30455863, -71.11464834)"
313952,I162063984,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,111,,2016-08-05 18:00:00,2016,8,Friday,18,Part Two,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
250230,I172025642,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,706,,2017-04-01 12:00:00,2017,4,Saturday,12,Part One,PARTRIDGE ST,42.27218114,-71.14864941,"(42.27218114, -71.14864941)"
165983,I182007559,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4, ,,2018-01-27 00:01:00,2018,1,Saturday,0,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
317550,I162060107,1402,Vandalism,VANDALISM,D4,618,,2016-07-27 19:08:00,2016,7,Wednesday,19,Part Two,HUNTINGTON AVE,42.34091586,-71.08771531,"(42.34091586, -71.08771531)"
386878,I152093054,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,447,,2015-11-09 11:09:00,2015,11,Monday,11,Part One,MILLET ST,42.29528529,-71.07740522,"(42.29528529, -71.07740522)"
116409,I182059683,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6, ,,2018-07-28 19:41:00,2018,7,Saturday,19,Part Three,,,,"(0.00000000, 0.00000000)"
363121,I162011192,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,335,,2016-02-11 09:30:00,2016,2,Thursday,9,Part Three,BOWDOIN ST,42.30748785,-71.06566102,"(42.30748785, -71.06566102)"
169333,I182004047,3502,Missing Person Located,MISSING PERSON - LOCATED,E18,483,,2018-01-13 07:30:00,2018,1,Saturday,7,Part Three,MASSASOIT ST,42.26276991,-71.1010093,"(42.26276991, -71.10100930)"
23396,I192053523,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,326,,2019-07-12 10:15:00,2019,7,Friday,10,Part Three,LAWRENCE AVE,42.31161123,-71.076256,"(42.31161123, -71.07625600)"
30316,I192046227,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B2,298,,2019-06-18 14:10:00,2019,6,Tuesday,14,Part Three,ROCKLAND ST,42.32281352,-71.08685352,"(42.32281352, -71.08685352)"
232785,I172044371,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,520,,2017-06-04 19:07:00,2017,6,Sunday,19,Part Two,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
33203,I192043172,3410,Towed,TOWED MOTOR VEHICLE,B2,313,,2019-06-08 00:10:00,2019,6,Saturday,0,Part Three,WARREN ST,42.314479600000006,-71.08364852,"(42.31447960, -71.08364852)"
201410,I172077634,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E18,516,,2017-09-18 10:29:00,2017,9,Monday,10,Part Three,WILLIAMS AVE,42.24831869,-71.11676234,"(42.24831869, -71.11676234)"
368345,I162005576,617,Larceny,LARCENY THEFT FROM BUILDING,A15,55,,2016-01-19 14:00:00,2016,1,Tuesday,14,Part One,MAIN ST,42.37714437,-71.06660958,"(42.37714437, -71.06660958)"
155819,I182018372,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,266,,2018-03-10 16:54:00,2018,3,Saturday,16,Part Three,BLUE HILL AVE,42.324701899999994,-71.07542683,"(42.32470190, -71.07542683)"
100048,I182077072,3301,Verbal Disputes,VERBAL DISPUTE,C11,357,,2018-09-23 21:45:00,2018,9,Sunday,21,Part Three,IOWA ST,42.30044415,-71.0676802,"(42.30044415, -71.06768020)"
358967,I162015633,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,271,,2016-02-27 18:45:00,2016,2,Saturday,18,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
400850,I152077859,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,B2,586,,2015-09-19 00:35:00,2015,9,Saturday,0,Part Three,CHEROKEE ST,42.33047722,-71.10072736,"(42.33047722, -71.10072736)"
178263,I172102138,2647,Other,THREATS TO DO BODILY HARM,D4,129,,2017-12-09 15:02:00,2017,12,Saturday,15,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
346728,I162028829,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,768,,2016-04-13 13:45:00,2016,4,Wednesday,13,Part Three,MARKET ST,42.35615901,-71.14910236,"(42.35615901, -71.14910236)"
65812,I192008790,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,509,,2019-02-02 11:00:00,2019,2,Saturday,11,Part One,HYDE PARK AVE,42.29793438,-71.11489061,"(42.29793438, -71.11489061)"
400002,I152078778,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,130,,2015-09-21 21:30:00,2015,9,Monday,21,Part Three,DARTMOUTH ST,42.34830775,-71.07639832,"(42.34830775, -71.07639832)"
81211,I182097490,2648,Bomb Hoax,BOMB THREAT,E13,639,,2018-12-03 16:38:00,2018,12,Monday,16,Part Two,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
85819,I182092441,2647,Other,THREATS TO DO BODILY HARM,E13,583,,2018-11-15 12:07:00,2018,11,Thursday,12,Part Two,MINDEN ST,42.32512504,-71.10520487,"(42.32512504, -71.10520487)"
202802,I172076170,3410,Towed,TOWED MOTOR VEHICLE,C11,401,,2017-09-13 17:22:00,2017,9,Wednesday,17,Part Three,TALBOT AVE,42.287148200000004,-71.06493039,"(42.28714820, -71.06493039)"
376531,I152104519,560,Other Burglary,BURGLARY - OTHER - FORCE,B3,429,,2015-12-18 23:33:00,2015,12,Friday,23,Part One,NORFOLK ST,42.28199634,-71.08661103,"(42.28199634, -71.08661103)"
317125,I162060582,619,Larceny,LARCENY ALL OTHERS,C11,366,,2016-07-28 17:00:00,2016,7,Thursday,17,Part One,FLORIDA ST,42.2901783,-71.05937392,"(42.29017830, -71.05937392)"
57049,I192017958,3301,Verbal Disputes,VERBAL DISPUTE,E13,509,,2019-03-10 22:37:00,2019,3,Sunday,22,Part Three,WENHAM ST,42.29761889,-71.11380395,"(42.29761889, -71.11380395)"
176317,I172104229,1402,Vandalism,VANDALISM,E18,521,,2017-12-17 16:36:00,2017,12,Sunday,16,Part Two,HYDE PARK AVE,42.25546877,-71.12417959,"(42.25546877, -71.12417959)"
130126,I182045372,619,Larceny,LARCENY ALL OTHERS,E18,495,,2018-06-11 07:00:00,2018,6,Monday,7,Part One,WESTMINSTER ST,42.26400264,-71.11927878,"(42.26400264, -71.11927878)"
144097,I182030709,3501,Missing Person Reported,MISSING PERSON,A7,26,,2018-04-20 10:00:00,2018,4,Friday,10,Part Three,HAVRE ST,42.37142499,-71.03971329,"(42.37142499, -71.03971329)"
323193,I162054018,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",C6,225,,2016-07-07 12:46:00,2016,7,Thursday,12,Part Three,E FOURTH ST,42.33464183,-71.04250708,"(42.33464183, -71.04250708)"
127607,I182048022,613,Larceny,LARCENY SHOPLIFTING,B3,428,,2018-06-19 22:13:00,2018,6,Tuesday,22,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
33611,I192042712,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,175,,2019-06-06 16:33:00,2019,6,Thursday,16,Part Two,SOUTHAMPTON ST,42.33210843,-71.07014395,"(42.33210843, -71.07014395)"
50686,I192024718,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,318,,2019-04-04 08:09:00,2019,4,Thursday,8,Part One,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
70272,I192004114,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,12,,2019-01-15 22:59:00,2019,1,Tuesday,22,Part Three,BENNINGTON ST,42.38512136,-71.01150101,"(42.38512136, -71.01150101)"
121268,I182054597,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,904,,2018-07-11 13:00:00,2018,7,Wednesday,13,Part One,DEGAUTIER WAY,42.33024704,-71.08077804,"(42.33024704, -71.08077804)"
205236,I172073578,3115,Investigate Person,INVESTIGATE PERSON,D4,903,,2017-09-05 16:36:00,2017,9,Tuesday,16,Part Three,DITMUS CT,42.33700248,-71.08227581,"(42.33700248, -71.08227581)"
761,I192077759,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,938,,2019-09-25 22:30:00,2019,9,Wednesday,22,Part One,FIDELIS WAY,42.345837599999996,-71.14492138,"(42.34583760, -71.14492138)"
327224,I162049680,1402,Vandalism,VANDALISM,B2,266,,2016-06-22 17:48:00,2016,6,Wednesday,17,Part Two,WINTHROP ST,42.32424069,-71.07761917,"(42.32424069, -71.07761917)"
238702,I172037972,3201,Property Lost,PROPERTY - LOST,A1,89,,2017-05-14 19:39:00,2017,5,Sunday,19,Part Three,COMMERCIAL ST,42.36436577,-71.05104742,"(42.36436577, -71.05104742)"
44123,I192031702,301,Robbery,ROBBERY - STREET,, ,,2019-04-29 23:18:00,2019,4,Monday,23,Part One,,42.35190898,-71.07067559,"(42.35190898, -71.07067559)"
391151,I152088335,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,569,,2015-10-24 12:22:00,2015,10,Saturday,12,Part Three,BROOKLEY RD,42.30481623,-71.10911850000001,"(42.30481623, -71.10911850)"
161016,I182012843,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,783,,2018-02-17 23:49:00,2018,2,Saturday,23,Part Two,CAMBRIDGE ST,42.3499624,-71.14762531,"(42.34996240, -71.14762531)"
173536,I172107248,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,A7,28,,2017-12-29 22:42:00,2017,12,Friday,22,Part Two,CENTRAL SQ,42.37421104,-71.03918485,"(42.37421104, -71.03918485)"
315351,I162062483,616,Larceny,LARCENY THEFT OF BICYCLE,D4,628,,2016-08-04 12:00:00,2016,8,Thursday,12,Part One,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
182251,I172097958,2660,Other,OTHER OFFENSE,D4,624,,2017-11-24 23:25:00,2017,11,Friday,23,Part Two,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.09644390)"
399974,I152078803,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,502,,2015-09-22 00:05:00,2015,9,Tuesday,0,Part One,PHILBRICK ST,42.28545883,-71.11802667,"(42.28545883, -71.11802667)"
197411,I172081833,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,478,,2017-10-01 11:51:00,2017,10,Sunday,11,Part Two,WOOD AVE,42.26986628,-71.1105063,"(42.26986628, -71.11050630)"
276229,I162104492,619,Larceny,LARCENY ALL OTHERS,B3,429,,2016-12-23 19:40:00,2016,12,Friday,19,Part One,MORTON ST,42.28135221,-71.08649091,"(42.28135221, -71.08649091)"
155691,I182018504,2647,Other,THREATS TO DO BODILY HARM,E13,906,,2018-03-11 10:00:00,2018,3,Sunday,10,Part Two,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
